Entity,Code,Year,Oil,Gas,Coal
European Union (27),,1967,4601.551,495.35828,4328.082
European Union (27),,1968,5090,628.4308,4404.6665
European Union (27),,1969,5719.058,789.8719,4508.3
European Union (27),,1970,6391.132,956.7552,4468.195
European Union (27),,1971,6730.613,1133.0685,4333.8027
European Union (27),,1972,7222.5435,1340.7645,4262.0913
European Union (27),,1973,7783.3813,1538.9799,4268.8525
European Union (27),,1974,7325.057,1723.5646,4321.7695
European Union (27),,1975,7157.834,1857.8682,4189.542
European Union (27),,1976,7719.0728,2030.1902,4400.516
European Union (27),,1977,7590.744,2115.3977,4398.197
European Union (27),,1978,7987.105,2197.0815,4489.8335
European Union (27),,1979,8215.265,2298.7844,4647.9185
European Union (27),,1980,7723.4956,2290.25,4833.147
European Union (27),,1981,7195.957,2253.8933,4700.7173
European Union (27),,1982,6757.838,2193.6873,4775.5464
European Union (27),,1983,6528.583,2276.897,4811.5073
European Union (27),,1984,6389.3433,2394.411,4994.5415
European Union (27),,1985,6637.4946,2511.4229,5135.2725
European Union (27),,1986,6861.0786,2547.8074,5002.7056
European Union (27),,1987,6879.4404,2681.7915,5059.939
European Union (27),,1988,6902.184,2679.2012,4994.1665
European Union (27),,1989,6913.9604,2773.6245,5006.135
European Union (27),,1990,7303.073,2913.043,4555.969
European Union (27),,1991,7246.667,2982.0686,4294.481
European Union (27),,1992,7304.056,2883.6973,3993.7866
European Union (27),,1993,7208.5444,2941.9368,3810.9658
European Union (27),,1994,7250.3057,2905.9587,3725.0837
European Union (27),,1995,7441.455,3147.9517,3684.1404
European Union (27),,1996,7601.036,3419.71,3690.3406
European Union (27),,1997,7625.8667,3328.0767,3579.9053
European Union (27),,1998,7783.7974,3419.5999,3418.2354
European Union (27),,1999,7691.72,3505.4229,3256.572
European Union (27),,2000,7463.901,3588.8413,3300.335
European Union (27),,2001,7545.3726,3713.2803,3285.3625
European Union (27),,2002,7518.266,3739.979,3309.5498
European Union (27),,2003,7528.579,3941.938,3422.2039
European Union (27),,2004,7585.743,4048.0625,3363.6768
European Union (27),,2005,7599.8564,4186.892,3252.981
European Union (27),,2006,7590.4766,4173.6826,3340.0876
European Union (27),,2007,7424.342,4105.0317,3373.1758
European Union (27),,2008,7355.899,4191.5796,3126.7854
European Union (27),,2009,6909.72,3937.0547,2769.5825
European Union (27),,2010,6895.7134,4232.242,2906.546
European Union (27),,2011,6683.7524,3895.5493,2994.764
European Union (27),,2012,6409.3804,3826.446,2980.9
European Union (27),,2013,6250.526,3749.2373,2927.2043
European Union (27),,2014,6183.2983,3315.4944,2782.8828
European Union (27),,2015,6274.192,3467.6309,2774.7312
European Union (27),,2016,6364.866,3686.171,2662.801
European Union (27),,2017,6571.14,3859.322,2630.3079
European Union (27),,2018,6514.193,3787.3147,2521.6516
European Union (27),,2019,6526.61,3925.9775,2031.4177
European Union (27),,2020,5697.2725,3800.2922,1674.2319
European Union (27),,2021,5978.031,3969.9294,1914.0221
European Union (27),,2022,6175.2803,3421.907,1912.6093
European Union (27),,2023,6022.8667,3171.1992,1484.3864
European Union (27),,2024,6073.3896,3230.1138,1307.872
Finland,FIN,1965,67.48548,0,20.259819
Finland,FIN,1966,81.86467,0,18.804535
Finland,FIN,1967,85.7726,0,18.091894
Finland,FIN,1968,97.22671,0,21.788618
Finland,FIN,1969,112.92221,0,26.138052
Finland,FIN,1970,126.97794,0,26.5675
Finland,FIN,1971,131.4189,0,23.579445
Finland,FIN,1972,139.85992,0,26.157778
Finland,FIN,1973,156.46225,0,29.031944
Finland,FIN,1974,136.34688,4.4444447,29.58528
Finland,FIN,1975,140.98915,7.355,26.804998
Finland,FIN,1976,151.2639,8.618334,36.12
Finland,FIN,1977,148.23775,8.764999,36.420834
Finland,FIN,1978,149.11165,9.543334,49.09417
Finland,FIN,1979,157.88281,9.509444,47.313053
Finland,FIN,1980,152.02914,8.945555,53.688057
Finland,FIN,1981,145.4186,7.1180553,32.994167
Finland,FIN,1982,134.60008,6.7233334,36.59639
Finland,FIN,1983,125.00577,6.520278,39.750835
Finland,FIN,1984,126.75379,7.467778,45.78278
Finland,FIN,1985,128.06352,9.475555,58.025833
Finland,FIN,1986,134.10484,11.472222,53.05528
Finland,FIN,1987,133.54774,15.172223,59.426945
Finland,FIN,1988,131.87694,16.32,59.5
Finland,FIN,1989,131.68347,21.4,58.20639
Finland,FIN,1990,133.65544,25.21,61.2875
Finland,FIN,1991,132.63072,26.57,61.211666
Finland,FIN,1992,131.24066,27.59,55.71361
Finland,FIN,1993,124.88457,28.51,63.68889
Finland,FIN,1994,129.36603,31.470001,77.55639
Finland,FIN,1995,117.58075,32.68,68.605
Finland,FIN,1996,122.37473,34.189445,81.74694
Finland,FIN,1997,120.58437,33.638332,77.428055
Finland,FIN,1998,125.79059,38.53639,63.53889
Finland,FIN,1999,127.17879,38.58,61.565556
Finland,FIN,2000,126.42577,39.41,58.32722
Finland,FIN,2001,124.03574,42.76,70.48917
Finland,FIN,2002,126.9237,42.460003,76.59111
Finland,FIN,2003,130.99988,47,95.5925
Finland,FIN,2004,122.12344,45.280003,85.87945
Finland,FIN,2005,126.67819,41.43,55.168888
Finland,FIN,2006,122.85048,44.280003,86.153885
Finland,FIN,2007,123.89983,40.960003,81.35306
Finland,FIN,2008,119.764175,41.880554,62.043613
Finland,FIN,2009,112.83102,37.38,62.48972
Finland,FIN,2010,117.16832,41.3,78.925
Finland,FIN,2011,114.58838,36.12,64.1175
Finland,FIN,2012,110.05729,31.945,52.501667
Finland,FIN,2013,114.501656,29.706667,58.04139
Finland,FIN,2014,108.04683,26.556667,52.024723
Finland,FIN,2015,108.589935,22.878613,44.405003
Finland,FIN,2016,114.29884,20.076668,50.921112
Finland,FIN,2017,110.74291,18.324167,46.645557
Finland,FIN,2018,110.148224,21.012777,48.88139
Finland,FIN,2019,109.32647,20.348055,41.046947
Finland,FIN,2020,98.07789,20.718056,31.42889
Finland,FIN,2021,91.65651,20.716112,33.982224
Finland,FIN,2022,98.47133,10.666667,33.263332
Finland,FIN,2023,89.03502,11.632222,25.061823
Finland,FIN,2024,86.685684,12.662778,20.91115
France,FRA,1965,637.3014,50.046993,518.6519
France,FRA,1966,683.123,52.7965,481.15073
France,FRA,1967,784.79,60.339256,474.7507
France,FRA,1968,850.43164,72.156494,455.15802
France,FRA,1969,982.66754,83.850494,454.97604
France,FRA,1970,1116.3309,95.52925,431.5675
France,FRA,1971,1216.7485,113.2255,390.04514
France,FRA,1972,1350.9572,133.88774,342.50616
France,FRA,1973,1506.0256,157.0365,340.76196
France,FRA,1974,1430.9877,163.95924,343.38696
France,FRA,1975,1307.875,182.87,309.33948
France,FRA,1976,1414.7838,196.45325,350.43274
France,FRA,1977,1358.8184,205.08525,352.73724
France,FRA,1978,1416.0526,218.7795,350.37082
France,FRA,1979,1408.642,242.37599,377.1392
France,FRA,1980,1309.0137,251.71976,382.53546
France,FRA,1981,1181.7372,255.717,338.61462
France,FRA,1982,1094.3964,245.77225,347.7108
France,FRA,1983,1068.1715,261.80252,310.26437
France,FRA,1984,1029.9058,266.992,299.62274
France,FRA,1985,1012.8425,285.7915,292.56534
France,FRA,1986,1033.2646,287.41525,240.24608
France,FRA,1987,1040.2767,290.816,229.47267
France,FRA,1988,1034.0203,289.36124,224.35979
France,FRA,1989,1061.674,283.14777,242.27675
France,FRA,1990,1060.0526,302.7535,230.41907
France,FRA,1991,1141.0382,331.66623,244.24939
France,FRA,1992,1139.6106,330.99,216.20515
France,FRA,1993,1101.6967,338.51474,170.36862
France,FRA,1994,1070.2838,323.15027,168.88242
France,FRA,1995,1084.53,343.97824,179.88618
France,FRA,1996,1110.012,380.1465,189.07072
France,FRA,1997,1112.2651,364.46927,166.21768
France,FRA,1998,1155.7661,388.59476,196.86133
France,FRA,1999,1159.9083,396.21152,176.51741
France,FRA,2000,1143.1821,415.9635,171.16078
France,FRA,2001,1142.346,436.684,144.03574
France,FRA,2002,1112.8135,435.94275,154.58769
France,FRA,2003,1116.9646,457.26825,163.81403
France,FRA,2004,1126.7009,466.92523,157.7012
France,FRA,2005,1104.4193,477.12573,162.72182
France,FRA,2006,1101.8494,460.80548,150.37555
France,FRA,2007,1075.5088,447.60925,155.5553
France,FRA,2008,1053.3467,463.8645,147.43585
France,FRA,2009,1010.69946,447.31073,128.60323
France,FRA,2010,979.68024,495.6445,138.14598
France,FRA,2011,963.9613,430.19037,123.74992
France,FRA,2012,931.1787,444.44296,137.54936
France,FRA,2013,919.24506,451.43155,146.10484
France,FRA,2014,889.4258,379.08353,107.207726
France,FRA,2015,902.6557,407.51764,102.279854
France,FRA,2016,887.9983,445.29938,99.513885
France,FRA,2017,901.5271,447.65698,109.046196
France,FRA,2018,879.65137,428.38385,100.20472
France,FRA,2019,872.39764,436.62042,79.423065
France,FRA,2020,735.704,405.8284,55.982357
France,FRA,2021,790.98364,430.41394,75.107765
France,FRA,2022,789.4553,386.44025,64.40096
France,FRA,2023,777.0767,340.55658,49.21294
France,FRA,2024,775.6695,319.68552,49.369133
Germany,DEU,1965,1020.5698,30.975674,1869.4766
Germany,DEU,1966,1141.8322,37.229923,1745.3394
Germany,DEU,1967,1187.4216,47.988647,1681.3043
Germany,DEU,1968,1331.1227,78.86974,1705.4391
Germany,DEU,1969,1496.9418,112.316376,1755.9606
Germany,DEU,1970,1644.0703,159.73753,1733.998
Germany,DEU,1971,1712.5317,211.02473,1659.38
Germany,DEU,1972,1807.8164,273.22437,1619.8612
Germany,DEU,1973,1927.148,352.33054,1625.1296
Germany,DEU,1974,1748.5243,440.76492,1632.1193
Germany,DEU,1975,1698.3301,465.1435,1478.5685
Germany,DEU,1976,1834.953,492.28857,1560.839
Germany,DEU,1977,1812.3656,522.7913,1499.0023
Germany,DEU,1978,1890.2781,560.4233,1518.4827
Germany,DEU,1979,1949.953,619.478,1606.7775
Germany,DEU,1980,1764.3439,610.7291,1643.761
Germany,DEU,1981,1601.3844,583.9388,1671.3124
Germany,DEU,1982,1513.8575,541.8615,1631.4796
Germany,DEU,1983,1482.448,563.34344,1690.967
Germany,DEU,1984,1477.557,588.30133,1745.2443
Germany,DEU,1985,1522.7413,581.49146,1735.9985
Germany,DEU,1986,1604.2207,579.8007,1640.3766
Germany,DEU,1987,1562.0078,628.617,1633.6312
Germany,DEU,1988,1562.9131,618.8514,1614.3953
Germany,DEU,1989,1468.3829,633.358,1640.0974
Germany,DEU,1990,1537.2932,636.8833,1529.6908
Germany,DEU,1991,1607.6146,669.1928,1343.5953
Germany,DEU,1992,1621.6552,661.6269,1214.498
Germany,DEU,1993,1646.8728,700.1133,1145.7743
Germany,DEU,1994,1631.9728,712.92725,1111.4517
Germany,DEU,1995,1631.1296,777.3736,1053.9395
Germany,DEU,1996,1658.878,869.91,1049.4019
Germany,DEU,1997,1648.9271,831.03357,1016.8183
Germany,DEU,1998,1650.7172,838.65027,992.5123
Germany,DEU,1999,1601.1073,836.19086,955.58167
Germany,DEU,2000,1570.4348,829.24585,992.0958
Germany,DEU,2001,1590.9634,874.48193,994.93604
Germany,DEU,2002,1537.7799,873.1278,997.1488
Germany,DEU,2003,1507.7172,883.7197,1013.6199
Germany,DEU,2004,1490.4901,888.2105,988.11005
Germany,DEU,2005,1460.0576,902.8105,945.3872
Germany,DEU,2006,1457.2372,920.069,983.3113
Germany,DEU,2007,1319.4586,886.36194,1008.28674
Germany,DEU,2008,1399.0693,895.00635,931.8082
Germany,DEU,2009,1339.8384,844.3012,834.2924
Germany,DEU,2010,1357.6443,880.71246,896.1722
Germany,DEU,2011,1313.2709,808.6072,910.7911
Germany,DEU,2012,1305.3893,811.1005,936.0742
Germany,DEU,2013,1334.2625,849.74335,963.3986
Germany,DEU,2014,1298.318,738.9503,925.89496
Germany,DEU,2015,1296.5422,769.5361,915.0558
Germany,DEU,2016,1321.8785,848.8475,889.93506
Germany,DEU,2017,1408.9285,877.38477,835.9297
Germany,DEU,2018,1336.97,858.5072,806.69
Germany,DEU,2019,1351.0276,892.8303,624.2178
Germany,DEU,2020,1223.2377,871.075,514.8666
Germany,DEU,2021,1209.7521,917.38025,621.9345
Germany,DEU,2022,1241.9773,755.8128,641.7603
Germany,DEU,2023,1165.5121,727.9709,487.4227
Germany,DEU,2024,1176.5474,785.7096,438.23526
Greece,GRC,1965,52.273228,0,24.50441
Greece,GRC,1966,57.076584,0,24.457891
Greece,GRC,1967,67.11283,0,23.3763
Greece,GRC,1968,68.693054,0,26.400099
Greece,GRC,1969,73.09415,0,25.55111
Greece,GRC,1970,79.16741,0,29.40064
Greece,GRC,1971,87.45739,0,43.33338
Greece,GRC,1972,101.31322,0,46.2874
Greece,GRC,1973,117.920204,0,54.44003
Greece,GRC,1974,110.66205,0,57.335903
Greece,GRC,1975,117.248055,0,75.08328
Greece,GRC,1976,124.7924,0,88.72527
Greece,GRC,1977,127.140976,0,94.365814
Greece,GRC,1978,138.43669,0,83.91045
Greece,GRC,1979,146.42546,0,46.06643
Greece,GRC,1980,144.97278,0,46.06643
Greece,GRC,1981,140.84198,0,45.60123
Greece,GRC,1982,141.5108,0.8435,46.29903
Greece,GRC,1983,135.79776,0.80399996,56.77766
Greece,GRC,1984,139.16304,0.8845,60.62719
Greece,GRC,1985,141.48158,0.83125,70.303345
Greece,GRC,1986,143.58203,1.13875,67.093475
Greece,GRC,1987,155.96172,1.3,76.595184
Greece,GRC,1988,161.07315,1.55925,85.96896
Greece,GRC,1989,177.45236,1.5725,92.42361
Greece,GRC,1990,186.74254,1.6065,93.7266
Greece,GRC,1991,190.55426,1.587,90.17141
Greece,GRC,1992,194.52258,1.4664999,94.088234
Greece,GRC,1993,198.51204,1.0815,94.04727
Greece,GRC,1994,203.04324,0.55324996,94.24909
Greece,GRC,1995,211.81287,0.51025003,93.93198
Greece,GRC,1996,219.88054,0.57325,91.37747
Greece,GRC,1997,222.05853,1.98875,98.410995
Greece,GRC,1998,232.47917,8.145165,102.95045
Greece,GRC,1999,227.0115,14.603706,99.02893
Greece,GRC,2000,236.24866,19.601875,104.9478
Greece,GRC,2001,239.57071,19.344769,108.47606
Greece,GRC,2002,240.72469,20.80514,104.36563
Greece,GRC,2003,252.75017,23.520193,104.92749
Greece,GRC,2004,247.72807,25.854729,107.55803
Greece,GRC,2005,249.09128,26.032501,106.0982
Greece,GRC,2006,260.48984,30.693,97.70742
Greece,GRC,2007,263.44055,38.867813,103.01639
Greece,GRC,2008,252.5715,45.02978,96.96925
Greece,GRC,2009,236.80884,37.812714,98.0082
Greece,GRC,2010,214.71916,41.439568,91.50558
Greece,GRC,2011,204.5779,51.09987,91.84949
Greece,GRC,2012,178.33144,46.964645,94.6589
Greece,GRC,2013,164.7616,41.45214,81.26121
Greece,GRC,2014,163.353,31.60299,78.098015
Greece,GRC,2015,170.19884,34.126534,65.4408
Greece,GRC,2016,169.93929,44.420002,50.692112
Greece,GRC,2017,174.01346,53.57,55.779747
Greece,GRC,2018,171.98833,52.451,54.774906
Greece,GRC,2019,177.21858,57.583,37.175343
Greece,GRC,2020,143.48611,63.426598,21.294857
Greece,GRC,2021,152.02661,69.8031,19.907978
Greece,GRC,2022,172.19046,61.967,18.437853
Greece,GRC,2023,171.29622,53.822002,14.2742195
Greece,GRC,2024,173.30756,66.689,10.541376
High-income countries,,1965,13711.53,4814.614,10283.538
High-income countries,,1966,14775.387,5217.8794,10236.696
High-income countries,,1967,15823.774,5578.9546,10060.358
High-income countries,,1968,17179.586,6108.8784,10289.889
High-income countries,,1969,18739.973,6738.9463,10424.375
High-income countries,,1970,20423.352,7309.894,10276.774
High-income countries,,1971,21353.549,7779.78,9748.213
High-income countries,,1972,22981.076,8194.94,9670.214
High-income countries,,1973,24677.836,8431.473,10067.763
High-income countries,,1974,23572.521,8505.012,9979.532
High-income countries,,1975,22913.76,8232.306,9808.411
High-income countries,,1976,24485.781,8577.568,10330.505
High-income countries,,1977,25074.062,8681.919,10472.254
High-income countries,,1978,25917.117,8893.292,10403.425
High-income countries,,1979,26020.78,9325.272,11049.686
High-income countries,,1980,24118.85,9272.804,11453.249
High-income countries,,1981,22714.56,9143.937,11569.873
High-income countries,,1982,21631.453,8767.577,11429.833
High-income countries,,1983,21392.89,8583.136,11686.38
High-income countries,,1984,21743.678,9274.279,12179.869
High-income countries,,1985,24737.404,12899.701,14991.111
High-income countries,,1986,25557.088,12802.43,14906.276
High-income countries,,1987,25990.621,13504.038,15302.404
High-income countries,,1988,26847.975,14054.372,15567.459
High-income countries,,1989,27178.395,14643.837,15565.303
High-income countries,,1990,27527.053,14903.884,15004.517
High-income countries,,1991,27446.346,15319.6,14527.216
High-income countries,,1992,27902.494,15442.267,14113.424
High-income countries,,1993,27550.13,15844.216,13909.577
High-income countries,,1994,28100.268,15890.393,13668.544
High-income countries,,1995,28231.975,16420.963,13691.118
High-income countries,,1996,28701.078,17068.479,14025.004
High-income countries,,1997,29022.469,16890.9,14007.614
High-income countries,,1998,29092.65,17111.719,13855.95
High-income countries,,1999,29561.398,17438.133,13743.339
High-income countries,,2000,29461.998,18074.725,14330.152
High-income countries,,2001,29628.56,18075.186,14243.592
High-income countries,,2002,29616.672,18492.64,14373.4
High-income countries,,2003,30110.695,18787.842,14759.795
High-income countries,,2004,30776.42,19225.717,14770.186
High-income countries,,2005,30985.688,19455.83,14778.288
High-income countries,,2006,30859.79,19728.521,14870.369
High-income countries,,2007,30879.893,20372.793,15063.8955
High-income countries,,2008,30076.875,20684.494,14872.293
High-income countries,,2009,28795.234,19874.88,13284.172
High-income countries,,2010,29414.951,21312.674,13981.393
High-income countries,,2011,29239.979,21420.703,13804.401
High-income countries,,2012,29132.97,21835.693,13305.366
High-income countries,,2013,29129.998,22115.71,13359.529
High-income countries,,2014,29247.346,21828.613,13083.011
High-income countries,,2015,29701.729,22220.508,12353.125
High-income countries,,2016,30129.258,22691.982,11668.465
High-income countries,,2017,30415.71,22942.533,11515.62
High-income countries,,2018,30502.78,24049.074,11200.12
High-income countries,,2019,30227.854,24416.535,9996.6045
High-income countries,,2020,26846.188,23818.11,8627.035
High-income countries,,2021,28472.992,24236.09,9429.116
High-income countries,,2022,29133.828,24357.676,9214.039
High-income countries,,2023,29283.758,24071.893,8083.915
High-income countries,,2024,29518.469,24685.371,7709.379
Hong Kong,HKG,1965,24.871521,0,1.43049
Hong Kong,HKG,1966,27.293041,0,1.2327801
Hong Kong,HKG,1967,32.704254,0,0.98855
Hong Kong,HKG,1968,35.71866,0,0.70943
Hong Kong,HKG,1969,42.38126,0,0.41868
Hong Kong,HKG,1970,45.737446,0,0.24423
Hong Kong,HKG,1971,48.245647,0,0.31401
Hong Kong,HKG,1972,55.002895,0,0.15119
Hong Kong,HKG,1973,57.120667,0,0.081410006
Hong Kong,HKG,1974,58.476112,0,0.081410006
Hong Kong,HKG,1975,55.057316,0,0.06978
Hong Kong,HKG,1976,64.99793,0,0.09304
Hong Kong,HKG,1977,70.20239,0,0.081410006
Hong Kong,HKG,1978,72.9587,0,0.058149997
Hong Kong,HKG,1979,74.716446,0,0.04652
Hong Kong,HKG,1980,76.37257,0,0.02326
Hong Kong,HKG,1981,81.002144,0,0.40704998
Hong Kong,HKG,1982,78.94145,0,10.40885
Hong Kong,HKG,1983,70.29673,0,24.446259
Hong Kong,HKG,1984,65.150055,0,31.91272
Hong Kong,HKG,1985,61.261135,0,39.50711
Hong Kong,HKG,1986,59.873386,0,45.71753
Hong Kong,HKG,1987,58.73012,0,57.28938
Hong Kong,HKG,1988,67.36971,0,66.27937
Hong Kong,HKG,1989,71.84668,0,71.01279
Hong Kong,HKG,1990,75.48578,0,63.87196
Hong Kong,HKG,1991,75.47003,0,68.91938
Hong Kong,HKG,1992,96.86926,0,73.059654
Hong Kong,HKG,1993,100.89406,0,84.608246
Hong Kong,HKG,1994,107.65179,0,60.44111
Hong Kong,HKG,1995,115.22543,0.30394724,65.15126
Hong Kong,HKG,1996,112.906654,19.268679,48.41569
Hong Kong,HKG,1997,111.75032,30.086596,40.85619
Hong Kong,HKG,1998,107.219894,28.225657,50.78821
Hong Kong,HKG,1999,114.0835,31.124638,43.41361
Hong Kong,HKG,2000,118.88865,28.136944,50.449722
Hong Kong,HKG,2001,141.33519,28.3967,79.68833
Hong Kong,HKG,2002,154.46638,26.977533,61.98861
Hong Kong,HKG,2003,155.44257,17.347586,78.61528
Hong Kong,HKG,2004,183.05957,25.06098,73.40639
Hong Kong,HKG,2005,165.10948,25.118761,79.86222
Hong Kong,HKG,2006,178.45949,27.556843,79.73417
Hong Kong,HKG,2007,191.26967,25.744291,86.998055
Hong Kong,HKG,2008,173.34848,29.780863,79.721664
Hong Kong,HKG,2009,196.68486,28.922625,83.24778
Hong Kong,HKG,2010,212.63667,35.943127,72.42306
Hong Kong,HKG,2011,214.10521,28.625381,86.14694
Hong Kong,HKG,2012,205.13832,26.359236,84.79666
Hong Kong,HKG,2013,209.29407,24.833277,90.37639
Hong Kong,HKG,2014,198.1297,23.870398,94.72611
Hong Kong,HKG,2015,217.42123,30.456371,77.90111
Hong Kong,HKG,2016,225.19812,31.265652,77.89527
Hong Kong,HKG,2017,254.45477,31.161383,72.96777
Hong Kong,HKG,2018,257.5806,30.1735,74.94056
Hong Kong,HKG,2019,240.73477,31.161623,71.769165
Hong Kong,HKG,2020,169.06566,49.442585,38.230556
Hong Kong,HKG,2021,151.34477,48.25467,42.464996
Hong Kong,HKG,2022,128.26762,45.324413,41.76583
Hong Kong,HKG,2023,159.2837,48.467804,40.80528
Hong Kong,HKG,2024,180.94005,54.230053,34.841667
Hungary,HUN,1965,44.273094,13.59725,126.88329
Hungary,HUN,1966,48.626213,16.85625,121.684685
Hungary,HUN,1967,51.449696,21.63475,105.56551
Hungary,HUN,1968,53.920544,27.229,104.19317
Hungary,HUN,1969,60.313942,32.416,105.75159
Hungary,HUN,1970,70.053635,36.353,107.47283
Hungary,HUN,1971,78.927284,37.855503,104.03034
Hungary,HUN,1972,85.993385,40.85975,101.099594
Hungary,HUN,1973,96.752205,48.520252,101.62294
Hungary,HUN,1974,105.922,51.675503,96.92442
Hungary,HUN,1975,119.49149,57.40325,92.3422
Hungary,HUN,1976,125.17623,68.92725,93.56335
Hungary,HUN,1977,133.09103,74.27975,95.16829
Hungary,HUN,1978,147.2131,81.34125,95.07526
Hungary,HUN,1979,138.70981,85.92225,95.807945
Hungary,HUN,1980,134.84071,92.71975,93.94714
Hungary,HUN,1981,128.84254,94.840996,94.40071
Hungary,HUN,1982,122.05013,99.048744,98.42468
Hungary,HUN,1983,115.73054,98.74575,92.52828
Hungary,HUN,1984,121.191,100.565506,90.03947
Hungary,HUN,1985,123.43376,102.6675,88.43452
Hungary,HUN,1986,114.001625,108.902245,87.39945
Hungary,HUN,1987,119.51186,108.11625,87.352936
Hungary,HUN,1988,110.64611,106.93825,82.42181
Hungary,HUN,1989,107.246796,108.948006,73.82724
Hungary,HUN,1990,108.44481,103.65888,71.6092
Hungary,HUN,1991,92.83042,102.789444,66.68337
Hungary,HUN,1992,98.91989,90.36,60.13497
Hungary,HUN,1993,87.67219,97.23778,54.169632
Hungary,HUN,1994,93.51756,98.19611,51.38704
Hungary,HUN,1995,89.09015,106.70389,50.546745
Hungary,HUN,1996,82.26265,119.06167,49.91668
Hungary,HUN,1997,84.159294,112.91389,47.68172
Hungary,HUN,1998,89.2766,113.69833,46.271748
Hungary,HUN,1999,85.230934,115.19584,48.17067
Hungary,HUN,2000,82.53138,112.30806,44.99306
Hungary,HUN,2001,79.73474,124.56473,42.749565
Hungary,HUN,2002,74.154396,125.72667,41.24688
Hungary,HUN,2003,72.27185,138.23473,42.210484
Hungary,HUN,2004,76.81962,136.21333,40.02382
Hungary,HUN,2005,87.88969,140.65251,35.593605
Hungary,HUN,2006,91.52185,133.24223,35.72894
Hungary,HUN,2007,91.20209,124.49722,36.334526
Hungary,HUN,2008,86.55902,122.822495,35.293922
Hungary,HUN,2009,84.2257,106.436386,29.717325
Hungary,HUN,2010,79.04674,114.15417,31.30873
Hungary,HUN,2011,77.140785,109.13528,31.54748
Hungary,HUN,2012,72.01762,97.39972,30.353476
Hungary,HUN,2013,70.43605,90.80139,26.576935
Hungary,HUN,2014,78.38166,81.19611,26.271076
Hungary,HUN,2015,83.99389,87.10667,27.226086
Hungary,HUN,2016,83.43875,93.36222,25.506508
Hungary,HUN,2017,90.39909,99.34139,26.144308
Hungary,HUN,2018,96.88959,96.22417,24.698467
Hungary,HUN,2019,97.93139,98.44,21.38699
Hungary,HUN,2020,89.379326,101.92972,19.594992
Hungary,HUN,2021,97.09771,108.104004,15.938159
Hungary,HUN,2022,96.33766,91.90975,14.501377
Hungary,HUN,2023,94.0944,82.14825,10.506077
Hungary,HUN,2024,95.424164,82.36972,8.79154
Iceland,ISL,1965,5.612466,0,0.07602084
Iceland,ISL,1966,6.0511594,0,0.05597676
Iceland,ISL,1967,5.8715425,0,0.04302144
Iceland,ISL,1968,6.2693133,0,0.033977162
Iceland,ISL,1969,5.7495003,0,0.02395512
Iceland,ISL,1970,5.875635,0,0.016010819
Iceland,ISL,1971,6.3996997,0,0.0109998
Iceland,ISL,1972,6.8569255,0,0.0079443
Iceland,ISL,1973,7.9397244,0,0.00501102
Iceland,ISL,1974,7.4100266,0,0.00403326
Iceland,ISL,1975,6.9604106,0,0.0027066665
Iceland,ISL,1976,6.9930778,0,0.0027533332
Iceland,ISL,1977,7.313648,0,0.0025083334
Iceland,ISL,1978,7.7066045,0,0.0021233333
Iceland,ISL,1979,7.482763,0,0.18333001
Iceland,ISL,1980,6.962151,0,0.24444
Iceland,ISL,1981,6.795264,0,0.41554803
Iceland,ISL,1982,6.2100058,0,0.38756803
Iceland,ISL,1983,6.033723,0,0.553944
Iceland,ISL,1984,6.2958694,0,0.765592
Iceland,ISL,1985,6.274548,0,0.81852806
Iceland,ISL,1986,6.36477,0,0.921984
Iceland,ISL,1987,6.8829937,0,0.735384
Iceland,ISL,1988,7.1954055,0,0.741544
Iceland,ISL,1989,7.6968536,0,0.792192
Iceland,ISL,1990,7.8472204,0,0.755656
Iceland,ISL,1991,7.3680167,0,0.77952796
Iceland,ISL,1992,7.940361,0,0.614072
Iceland,ISL,1993,8.238461,0,0.63431996
Iceland,ISL,1994,8.346259,0,0.626688
Iceland,ISL,1995,8.396833,0,0.737168
Iceland,ISL,1996,9.381994,0,0.730208
Iceland,ISL,1997,9.207106,0,0.757368
Iceland,ISL,1998,9.433033,0,0.67990404
Iceland,ISL,1999,9.417009,0,0.795192
Iceland,ISL,2000,9.598544,0,1.099672
Iceland,ISL,2001,9.007859,0,1.1929679
Iceland,ISL,2002,9.370296,0,1.1883333
Iceland,ISL,2003,9.47095,0,1.1666666
Iceland,ISL,2004,9.906974,0,1.2222222
Iceland,ISL,2005,10.089533,0,1.1666666
Iceland,ISL,2006,10.258592,0,1.1944445
Iceland,ISL,2007,10.291719,0,1.2777778
Iceland,ISL,2008,9.528946,0,1.1111112
Iceland,ISL,2009,8.832885,0,1.0277778
Iceland,ISL,2010,8.459282,0,1.0833333
Iceland,ISL,2011,8.344929,0,1.0833333
Iceland,ISL,2012,8.255022,0,1.1083333
Iceland,ISL,2013,8.627571,0,1.275
Iceland,ISL,2014,9.023058,0,1.0444444
Iceland,ISL,2015,9.844438,0,1.1555556
Iceland,ISL,2016,10.842629,0,1.3444445
Iceland,ISL,2017,12.105062,0,1.3333334
Iceland,ISL,2018,13.107482,0,1.3333334
Iceland,ISL,2019,11.098069,0,1.3055556
Iceland,ISL,2020,7.309943,0,0.96123207
Iceland,ISL,2021,8.265474,0,1.3613051
Iceland,ISL,2022,10.354054,0,1.3469021
Iceland,ISL,2023,10.943816,0,0.96847576
Iceland,ISL,2024,11.348906,0,1.2522526
India,IND,1965,146.99513,2.37252,413.40735
